filepath,emotion,features
processed_ravdess\03-01-01-01-02-01-16.wav,1,"[-354.427490234375, 58.55498123168945, 8.935107231140137, 13.593093872070312, 5.418344974517822, -5.995569229125977, -9.743352890014648, -1.953633427619934, -1.4394859075546265, 4.755850315093994, -3.843013286590576, 2.1347463130950928, 1.4204851388931274, 177.22512817382812, 65.2989501953125, 35.515594482421875, 22.83966064453125, 16.268245697021484, 21.529953002929688, 21.764812469482422, 12.546993255615234, 11.917848587036133, 10.793246269226074, 10.983525276184082, 7.039470672607422, 7.78012752532959, 0.5572419166564941, 0.5708105564117432, 0.5716425776481628, 0.6009832620620728, 0.6047576665878296, 0.6528651714324951, 0.6034765839576721, 0.610905110836029, 0.6141285300254822, 0.5880406498908997, 0.5479443669319153, 0.506412923336029, 0.3205961287021637, 0.3529101312160492, 0.3829077184200287, 0.4244385063648224, 0.4006023406982422, 0.40315526723861694, 0.4028623402118683, 0.38745245337486267, 0.37873780727386475, 0.35352230072021484, 0.3258228003978729, 0.3151555359363556, 1486.868070721308, 1630.7631859454143, 2396.466064453125, 2635.3738940844096, 0.06367062299679487, 0.13173434326851413]"
processed_ravdess\03-01-01-01-01-02-06.wav,1,"[-339.9591979980469, 59.59145736694336, -13.644450187683105, 18.08985710144043, 4.543181419372559, -8.213851928710938, -5.07444429397583, -5.335844039916992, 0.8536034822463989, 6.189158916473389, -0.6620100736618042, 3.6668426990509033, -1.9794107675552368, 169.26109313964844, 56.63616180419922, 36.23395919799805, 28.38689422607422, 14.763769149780273, 20.707353591918945, 15.233154296875, 16.033977508544922, 13.491455078125, 10.55551815032959, 13.388603210449219, 8.028894424438477, 13.304072380065918, 0.5004414319992065, 0.542262613773346, 0.6234084367752075, 0.6046696901321411, 0.617833137512207, 0.6743649840354919, 0.6345196962356567, 0.6041392087936401, 0.5721222162246704, 0.5235087275505066, 0.5529378056526184, 0.5359628200531006, 0.35470548272132874, 0.38874784111976624, 0.3776782155036926, 0.41232722997665405, 0.4270210564136505, 0.40016135573387146, 0.39545658230781555, 0.39992111921310425, 0.37950843572616577, 0.33310192823410034, 0.3112747073173523, 0.31576502323150635, 1394.8196709090362, 1234.6121172930589, 2394.671630859375, 2307.071674008741, 0.03887156951121795, 0.0616788119864878]"
processed_ravdess\03-01-01-01-02-02-13.wav,1,"[-388.581787109375, 63.70148849487305, 4.016808986663818, 16.618932723999023, 12.189879417419434, 8.203499794006348, 2.1663901805877686, 0.3797090947628021, -2.9683055877685547, 7.0752787590026855, 7.163839817047119, 1.0836496353149414, 10.149795532226562, 191.96847534179688, 65.50608825683594, 25.895719528198242, 19.82597541809082, 14.558670043945312, 13.744153022766113, 14.773676872253418, 15.111001014709473, 18.73560333251953, 7.772591590881348, 7.7207350730896, 12.652965545654297, 10.095492362976074, 0.6417831182479858, 0.728872537612915, 0.7442181706428528, 0.7244124412536621, 0.7232365608215332, 0.7036146521568298, 0.7312108278274536, 0.6957783102989197, 0.7073431015014648, 0.6757977604866028, 0.6047475934028625, 0.5849165916442871, 0.28674620389938354, 0.2907072901725769, 0.3342317044734955, 0.36149105429649353, 0.3908911645412445, 0.39861977100372314, 0.3869161605834961, 0.370787113904953, 0.3183865249156952, 0.28138354420661926, 0.28104645013809204, 0.2789378762245178, 776.8910997013896, 1053.4115850928297, 1380.7374842026654, 2182.4732367173983, 0.015933766084558824, 0.024123007205729772]"
processed_ravdess\03-01-01-01-01-02-22.wav,1,"[-349.1545715332031, 50.59762954711914, 5.710730075836182, 9.415315628051758, 12.320454597473145, 1.0105979442596436, -2.2407543659210205, -1.5325487852096558, -3.5703699588775635, 4.787364959716797, 3.895714282989502, -0.4139785170555115, 3.9411540031433105, 162.05319213867188, 47.579898834228516, 18.66672706604004, 24.381521224975586, 16.834854125976562, 17.22157096862793, 14.371764183044434, 13.72022819519043, 16.04145050048828, 12.187849044799805, 11.110036849975586, 9.990837097167969, 10.718111038208008, 0.5735185146331787, 0.5822305679321289, 0.606900691986084, 0.6533198356628418, 0.7221174836158752, 0.7239186763763428, 0.6708090901374817, 0.6846919655799866, 0.6543339490890503, 0.6049395203590393, 0.5660655498504639, 0.5844114422798157, 0.32721707224845886, 0.3754800856113434, 0.39863064885139465, 0.39934107661247253, 0.3892272412776947, 0.3871517777442932, 0.4019080400466919, 0.38390082120895386, 0.3485738933086395, 0.3395274877548218, 0.31123289465904236, 0.2944929599761963, 1012.9687334911644, 1158.274422808896, 1795.1320981019296, 2360.1567280813383, 0.012524905620805368, 0.020506636329110046]"
processed_ravdess\03-01-01-01-02-02-10.wav,1,"[-350.3849182128906, 58.42689895629883, 15.491543769836426, 18.171083450317383, 10.046090126037598, 4.596375465393066, 0.032159578055143356, -4.0731940269470215, 1.1940587759017944, 4.722703456878662, -0.16958685219287872, 0.7535497546195984, 4.627556800842285, 171.4879913330078, 52.30147171020508, 22.512981414794922, 17.005569458007812, 16.66381072998047, 14.391691207885742, 17.745681762695312, 18.03253173828125, 13.195890426635742, 10.928337097167969, 12.956275939941406, 11.65398120880127, 10.62379264831543, 0.49929079413414, 0.5142286419868469, 0.529959499835968, 0.5726221203804016, 0.6067988276481628, 0.6684572696685791, 0.6526500582695007, 0.6499096155166626, 0.6432991027832031, 0.6295520067214966, 0.5552020072937012, 0.5020827054977417, 0.35156968235969543, 0.39766061305999756, 0.4226527512073517, 0.42897114157676697, 0.4387567341327667, 0.4388733506202698, 0.3994952440261841, 0.4081345796585083, 0.3751896619796753, 0.36622878909111023, 0.34979820251464844, 0.3216601312160492, 1160.801307931261, 1347.7792643227933, 2030.4862544221698, 2642.3913893275135, 0.038936590998427674, 0.0815509255061139]"
processed_ravdess\03-01-01-01-01-01-11.wav,1,"[-365.279052734375, 68.22356414794922, 28.07518196105957, 23.679977416992188, 15.973335266113281, 9.507973670959473, 10.609432220458984, 5.463002681732178, 3.847421884536743, 4.381361961364746, 7.496620178222656, 6.521474838256836, 3.3285162448883057, 180.13641357421875, 59.120819091796875, 18.186534881591797, 18.612518310546875, 14.603921890258789, 13.995967864990234, 12.376956939697266, 11.92956829071045, 12.637065887451172, 11.32707691192627, 9.150163650512695, 10.93101978302002, 9.485304832458496, 0.5963676571846008, 0.663461446762085, 0.6715435981750488, 0.674089789390564, 0.7333152294158936, 0.7603554129600525, 0.7171792984008789, 0.7381599545478821, 0.7516991496086121, 0.7291924953460693, 0.6808621883392334, 0.602462112903595, 0.28727859258651733, 0.30629149079322815, 0.32906803488731384, 0.36817389726638794, 0.362499862909317, 0.368740975856781, 0.38160014152526855, 0.3356795012950897, 0.2785838842391968, 0.2475251853466034, 0.2468702644109726, 0.23678690195083618, 948.9729711319239, 1043.7400145545575, 1529.6490837545955, 2501.9009857564724, 0.016396915211397058, 0.029335538305936118]"
processed_ravdess\03-01-01-01-01-02-12.wav,1,"[-341.5525817871094, 64.25284576416016, 3.7943365573883057, 16.567106246948242, 8.106783866882324, 1.6702274084091187, 3.511136293411255, -3.132643461227417, -3.6831860542297363, 4.946980953216553, -1.3086204528808594, 0.8988608717918396, -1.3886709213256836, 170.5033721923828, 50.527156829833984, 23.323991775512695, 20.775711059570312, 14.357010841369629, 12.853404998779297, 11.625104904174805, 15.944421768188477, 14.22176456451416, 7.756069183349609, 10.511457443237305, 8.061436653137207, 9.325119972229004, 0.5303410291671753, 0.5553512573242188, 0.5485624074935913, 0.5774015188217163, 0.6357636451721191, 0.6538006067276001, 0.6830143332481384, 0.7113063335418701, 0.652387797832489, 0.5701131820678711, 0.5260469317436218, 0.48436209559440613, 0.35409703850746155, 0.3670557737350464, 0.40589484572410583, 0.4269011318683624, 0.435968816280365, 0.4186372458934784, 0.3985554873943329, 0.36262083053588867, 0.3697885274887085, 0.36948779225349426, 0.3441431522369385, 0.3127785921096802, 1049.947926922144, 981.2484131243514, 1777.8262867647059, 2222.8541029753615, 0.021825852736928105, 0.03298152719675281]"
processed_ravdess\03-01-01-01-01-01-09.wav,1,"[-350.6288146972656, 93.11372375488281, 23.335803985595703, 33.12782669067383, 23.517738342285156, 10.691366195678711, 6.580417633056641, 6.893504619598389, 8.256203651428223, 7.8390212059021, 1.1650059223175049, 9.744643211364746, 7.379863739013672, 151.66122436523438, 48.39096450805664, 20.153282165527344, 13.05380916595459, 13.42937183380127, 15.747742652893066, 13.043819427490234, 12.716854095458984, 10.615679740905762, 9.532464981079102, 10.897124290466309, 7.712419033050537, 8.036170959472656, 0.6657628417015076, 0.6704441905021667, 0.688328206539154, 0.7122450470924377, 0.7052627205848694, 0.6849547624588013, 0.6268056035041809, 0.6231603026390076, 0.6269239783287048, 0.602217972278595, 0.6164532899856567, 0.6345505118370056, 0.3298090994358063, 0.3359523117542267, 0.34017083048820496, 0.3065754175186157, 0.26814478635787964, 0.2851659059524536, 0.2849930226802826, 0.27413210272789, 0.2544948160648346, 0.2535136342048645, 0.27199792861938477, 0.29790323972702026, 1075.0816557225307, 618.6420816692993, 1988.3851396276596, 1696.2815380771744, 0.020116494902482268, 0.027798214368342802]"
processed_ravdess\03-01-01-01-01-01-22.wav,1,"[-352.28094482421875, 54.64752960205078, 3.3492331504821777, 5.751078128814697, 5.898489475250244, -2.165761709213257, -3.139075517654419, -6.1194658279418945, -9.853508949279785, -2.5408992767333984, -1.0648601055145264, -5.084716796875, 1.405625820159912, 182.3443603515625, 45.90309524536133, 19.563169479370117, 22.557540893554688, 15.530146598815918, 18.5436954498291, 16.691686630249023, 13.888821601867676, 14.792726516723633, 12.143641471862793, 8.169563293457031, 9.631359100341797, 10.246712684631348, 0.399919331073761, 0.40935346484184265, 0.45785897970199585, 0.4475529193878174, 0.5081672072410583, 0.5274443626403809, 0.4484378397464752, 0.4988405406475067, 0.4733474552631378, 0.48933887481689453, 0.4999067485332489, 0.48184674978256226, 0.322343111038208, 0.33163952827453613, 0.35476717352867126, 0.3480958640575409, 0.3524000942707062, 0.33992502093315125, 0.29833343625068665, 0.360959529876709, 0.35607200860977173, 0.36007940769195557, 0.38248950242996216, 0.34103628993034363, 2805.982319108545, 1087.080906492067, 5817.873737310908, 2419.955411543155, 0.07505535927547771, 0.06766052516648532]"
processed_ravdess\03-01-01-01-01-02-12.wav,1,"[-341.5525817871094, 64.25284576416016, 3.7943365573883057, 16.567106246948242, 8.106783866882324, 1.6702274084091187, 3.511136293411255, -3.132643461227417, -3.6831860542297363, 4.946980953216553, -1.3086204528808594, 0.8988608717918396, -1.3886709213256836, 170.5033721923828, 50.527156829833984, 23.323991775512695, 20.775711059570312, 14.357010841369629, 12.853404998779297, 11.625104904174805, 15.944421768188477, 14.22176456451416, 7.756069183349609, 10.511457443237305, 8.061436653137207, 9.325119972229004, 0.5303410291671753, 0.5553512573242188, 0.5485624074935913, 0.5774015188217163, 0.6357636451721191, 0.6538006067276001, 0.6830143332481384, 0.7113063335418701, 0.652387797832489, 0.5701131820678711, 0.5260469317436218, 0.48436209559440613, 0.35409703850746155, 0.3670557737350464, 0.40589484572410583, 0.4269011318683624, 0.435968816280365, 0.4186372458934784, 0.3985554873943329, 0.36262083053588867, 0.3697885274887085, 0.36948779225349426, 0.3441431522369385, 0.3127785921096802, 1049.947926922144, 981.2484131243514, 1777.8262867647059, 2222.8541029753615, 0.021825852736928105, 0.03298152719675281]"
processed_ravdess\03-01-01-01-01-01-18.wav,1,"[-338.0649108886719, 62.94389343261719, 12.607769012451172, 16.3029727935791, 6.639936447143555, 0.6950089335441589, 4.2016191482543945, -7.977227210998535, -0.985307514667511, 4.25889253616333, 4.747584819793701, 0.29454779624938965, 0.20712359249591827, 175.34112548828125, 69.03099822998047, 22.116777420043945, 17.995630264282227, 10.700730323791504, 15.301950454711914, 11.152819633483887, 20.02362632751465, 11.74083423614502, 9.780789375305176, 6.980348110198975, 9.164648056030273, 10.134483337402344, 0.5283740162849426, 0.5274115800857544, 0.5143810510635376, 0.5566697716712952, 0.6706014275550842, 0.9047731757164001, 0.7841604351997375, 0.6144830584526062, 0.5341789722442627, 0.4954800307750702, 0.4496205747127533, 0.4226781129837036, 0.30886417627334595, 0.3655135929584503, 0.42279544472694397, 0.43200913071632385, 0.3554784655570984, 0.22243419289588928, 0.28909555077552795, 0.407195121049881, 0.41721293330192566, 0.39064303040504456, 0.3600057065486908, 0.31105807423591614, 945.8661128474093, 1167.822055303692, 1833.193359375, 2649.73440899218, 0.014375, 0.02299270591622341]"
processed_ravdess\03-01-01-01-01-02-06.wav,1,"[-339.9591979980469, 59.59145736694336, -13.644450187683105, 18.08985710144043, 4.543181419372559, -8.213851928710938, -5.07444429397583, -5.335844039916992, 0.8536034822463989, 6.189158916473389, -0.6620100736618042, 3.6668426990509033, -1.9794107675552368, 169.26109313964844, 56.63616180419922, 36.23395919799805, 28.38689422607422, 14.763769149780273, 20.707353591918945, 15.233154296875, 16.033977508544922, 13.491455078125, 10.55551815032959, 13.388603210449219, 8.028894424438477, 13.304072380065918, 0.5004414319992065, 0.542262613773346, 0.6234084367752075, 0.6046696901321411, 0.617833137512207, 0.6743649840354919, 0.6345196962356567, 0.6041392087936401, 0.5721222162246704, 0.5235087275505066, 0.5529378056526184, 0.5359628200531006, 0.35470548272132874, 0.38874784111976624, 0.3776782155036926, 0.41232722997665405, 0.4270210564136505, 0.40016135573387146, 0.39545658230781555, 0.39992111921310425, 0.37950843572616577, 0.33310192823410034, 0.3112747073173523, 0.31576502323150635, 1394.8196709090362, 1234.6121172930589, 2394.671630859375, 2307.071674008741, 0.03887156951121795, 0.0616788119864878]"
processed_ravdess\03-01-01-01-01-01-08.wav,1,"[-359.91668701171875, 67.40672302246094, 11.497955322265625, 24.534290313720703, 9.945419311523438, 4.837958335876465, 8.58625316619873, -6.324584484100342, 5.448470592498779, 0.9348294138908386, 4.977709770202637, -1.2672728300094604, 3.409497022628784, 173.42330932617188, 49.1578483581543, 31.934532165527344, 24.549707412719727, 16.368831634521484, 18.98522186279297, 12.527152061462402, 23.547136306762695, 12.934222221374512, 14.709854125976562, 11.900091171264648, 12.877653121948242, 9.378809928894043, 0.5543234944343567, 0.5690143704414368, 0.5776199102401733, 0.5874532461166382, 0.6217556595802307, 0.6640768647193909, 0.711416482925415, 0.7416002154350281, 0.6665534973144531, 0.6523669958114624, 0.5820642709732056, 0.53834468126297, 0.328496515750885, 0.3520948588848114, 0.39406731724739075, 0.4181525409221649, 0.4238971471786499, 0.4268471300601959, 0.36702680587768555, 0.3667491376399994, 0.35543593764305115, 0.35913488268852234, 0.3395121395587921, 0.30088678002357483, 1178.0745947251967, 1204.082778344827, 1863.7629022661424, 2352.7857648798, 0.03149899110099338, 0.06267086867832478]"
processed_ravdess\03-01-01-01-01-01-22.wav,1,"[-352.28094482421875, 54.64752960205078, 3.3492331504821777, 5.751078128814697, 5.898489475250244, -2.165761709213257, -3.139075517654419, -6.1194658279418945, -9.853508949279785, -2.5408992767333984, -1.0648601055145264, -5.084716796875, 1.405625820159912, 182.3443603515625, 45.90309524536133, 19.563169479370117, 22.557540893554688, 15.530146598815918, 18.5436954498291, 16.691686630249023, 13.888821601867676, 14.792726516723633, 12.143641471862793, 8.169563293457031, 9.631359100341797, 10.246712684631348, 0.399919331073761, 0.40935346484184265, 0.45785897970199585, 0.4475529193878174, 0.5081672072410583, 0.5274443626403809, 0.4484378397464752, 0.4988405406475067, 0.4733474552631378, 0.48933887481689453, 0.4999067485332489, 0.48184674978256226, 0.322343111038208, 0.33163952827453613, 0.35476717352867126, 0.3480958640575409, 0.3524000942707062, 0.33992502093315125, 0.29833343625068665, 0.360959529876709, 0.35607200860977173, 0.36007940769195557, 0.38248950242996216, 0.34103628993034363, 2805.982319108545, 1087.080906492067, 5817.873737310908, 2419.955411543155, 0.07505535927547771, 0.06766052516648532]"
processed_ravdess\03-01-01-01-01-01-02.wav,1,"[-392.4669189453125, 60.111228942871094, -4.385252952575684, 12.818578720092773, 0.025920115411281586, 0.5881335139274597, -1.0544695854187012, -4.331509590148926, 0.2757978141307831, 3.361609697341919, -0.4661366641521454, 2.2394044399261475, -0.821992814540863, 183.15576171875, 59.598941802978516, 34.411983489990234, 22.00145149230957, 16.898590087890625, 15.182334899902344, 14.802309036254883, 15.14527702331543, 13.706111907958984, 8.954994201660156, 9.762147903442383, 7.877615451812744, 11.16971206665039, 0.5507714152336121, 0.5727172493934631, 0.618674099445343, 0.6723358631134033, 0.6520611643791199, 0.6756331324577332, 0.694034993648529, 0.719916820526123, 0.6908349394798279, 0.6235247254371643, 0.5540066957473755, 0.5049670934677124, 0.33530139923095703, 0.36594197154045105, 0.3694974482059479, 0.3814106583595276, 0.39517128467559814, 0.3920234739780426, 0.37088069319725037, 0.3375677466392517, 0.33402734994888306, 0.31859150528907776, 0.3101383149623871, 0.2802557945251465, 1259.4444116473974, 1116.5479103725675, 2153.6631979000795, 2118.967395612524, 0.04322377587579618, 0.06428790475536858]"
processed_ravdess\03-01-01-01-02-02-21.wav,1,"[-360.9043273925781, 76.3759536743164, 10.001849174499512, 19.424270629882812, 17.06550407409668, 5.666079998016357, 6.792255401611328, -1.1305828094482422, -2.750351905822754, 6.686688423156738, 5.724330902099609, 3.5560624599456787, 5.322023391723633, 168.320556640625, 74.10221862792969, 23.024459838867188, 21.270822525024414, 14.990935325622559, 19.043968200683594, 10.326895713806152, 16.337793350219727, 15.14120101928711, 9.716246604919434, 10.972797393798828, 8.285011291503906, 6.788284778594971, 0.550203263759613, 0.6030237078666687, 0.6922597885131836, 0.6927658915519714, 0.6986193060874939, 0.7545613646507263, 0.7396315932273865, 0.7487890124320984, 0.7246446013450623, 0.621028482913971, 0.5644055008888245, 0.5473889708518982, 0.30326855182647705, 0.3259618878364563, 0.3331003189086914, 0.34816792607307434, 0.3641749322414398, 0.3490230441093445, 0.33972254395484924, 0.31967031955718994, 0.3295971155166626, 0.3321070373058319, 0.32972392439842224, 0.2982058823108673, 707.7756235729065, 1004.7644334819995, 1236.804890182783, 1897.213832805649, 0.016494079205974843, 0.03395872675247206]"
processed_ravdess\03-01-01-01-02-01-18.wav,1,"[-359.4888610839844, 55.94027328491211, 18.852073669433594, 12.55599308013916, 2.4605510234832764, 2.6392080783843994, 7.272253513336182, -7.158032417297363, -1.380853533744812, 3.742469549179077, 2.634195327758789, 2.643024444580078, -0.9337693452835083, 180.8684844970703, 61.232025146484375, 22.157676696777344, 15.630882263183594, 12.059710502624512, 14.49775218963623, 13.505651473999023, 17.704225540161133, 11.579264640808105, 9.826095581054688, 7.56519889831543, 8.459930419921875, 11.097375869750977, 0.4863426685333252, 0.5349682569503784, 0.5800235271453857, 0.673632025718689, 0.6556025743484497, 0.6581377387046814, 0.6953303813934326, 0.7343453168869019, 0.7315754294395447, 0.571201503276825, 0.48168492317199707, 0.4595755934715271, 0.35098734498023987, 0.37128376960754395, 0.3719961643218994, 0.39532244205474854, 0.40132492780685425, 0.41072988510131836, 0.3913726508617401, 0.348899245262146, 0.36043182015419006, 0.374068945646286, 0.36522290110588074, 0.34254005551338196, 1025.2815356673573, 1382.1208208813714, 1829.53271484375, 2652.660804226517, 0.030221354166666665, 0.06498811629471228]"
processed_ravdess\03-01-01-01-01-01-04.wav,1,"[-373.85101318359375, 50.762054443359375, -1.4877110719680786, 14.597480773925781, 1.361177682876587, 0.5386075973510742, -1.1407005786895752, -7.334389686584473, -2.001830816268921, 1.6860907077789307, 1.9948700666427612, -1.8642113208770752, 0.6511328220367432, 184.3975372314453, 56.446563720703125, 29.52680015563965, 17.460535049438477, 15.743982315063477, 14.26878547668457, 14.86976432800293, 17.535646438598633, 11.704817771911621, 9.756977081298828, 7.018511772155762, 9.506484031677246, 8.370109558105469, 0.5523623824119568, 0.548534095287323, 0.5581830739974976, 0.6080770492553711, 0.6574395298957825, 0.7493441700935364, 0.7785393595695496, 0.7296748757362366, 0.6594847440719604, 0.5987423062324524, 0.5294829607009888, 0.5379635691642761, 0.32111865282058716, 0.3717891275882721, 0.4084308445453644, 0.40925687551498413, 0.40344277024269104, 0.380724161863327, 0.3272695541381836, 0.34753185510635376, 0.38980141282081604, 0.3763619661331177, 0.3408045172691345, 0.3038058280944824, 1141.949045643627, 1232.8699843794934, 1919.7678786057693, 2446.984852271176, 0.032472410402097904, 0.05322254266507411]"
processed_ravdess\03-01-01-01-01-01-03.wav,1,"[-334.66546630859375, 65.2636947631836, 3.621213436126709, 17.003067016601562, 10.40903091430664, 3.6688268184661865, -5.958036422729492, -0.6143733859062195, 2.8477494716644287, -2.550723075866699, 4.0030517578125, 3.3387255668640137, 0.923505961894989, 164.1690216064453, 60.48530578613281, 27.09882926940918, 22.684221267700195, 17.307947158813477, 13.041836738586426, 19.40947914123535, 13.192143440246582, 10.202054977416992, 15.079662322998047, 8.413261413574219, 9.942051887512207, 9.135302543640137, 0.5761669874191284, 0.5930173993110657, 0.6413936614990234, 0.6683624386787415, 0.7298207879066467, 0.7556084990501404, 0.6983880996704102, 0.6759040951728821, 0.7211672067642212, 0.6759129762649536, 0.5902421474456787, 0.5664389133453369, 0.2836235761642456, 0.33390653133392334, 0.34911051392555237, 0.3687936067581177, 0.35734087228775024, 0.3644602298736572, 0.37973710894584656, 0.37616467475891113, 0.32817542552948, 0.30409058928489685, 0.31767159700393677, 0.2697433829307556, 936.1814788629124, 1122.3353722892166, 1636.0176240037752, 2260.201091999235, 0.020117842911073824, 0.032258769784076]"
processed_ravdess\03-01-01-01-02-02-19.wav,1,"[-372.16241455078125, 69.7341537475586, 16.336023330688477, 26.66206932067871, 12.22332763671875, 14.02048397064209, 4.439829349517822, -1.596325397491455, -3.4200775623321533, 6.012268543243408, 5.536574363708496, 0.5522305369377136, 9.293882369995117, 173.67970275878906, 62.62809371948242, 18.67070960998535, 17.458234786987305, 15.5908842086792, 10.068854331970215, 14.30241870880127, 17.77249526977539, 18.389842987060547, 10.181242942810059, 12.70583438873291, 12.678041458129883, 9.053004264831543, 0.5532991886138916, 0.6165894269943237, 0.6578328609466553, 0.6635978817939758, 0.6946317553520203, 0.6743427515029907, 0.6770157814025879, 0.7145713567733765, 0.7179210782051086, 0.6579808592796326, 0.6041412949562073, 0.5728365778923035, 0.32686010003089905, 0.3638843894004822, 0.39143794775009155, 0.3955058455467224, 0.39339756965637207, 0.40514662861824036, 0.42038390040397644, 0.3663317561149597, 0.32531604170799255, 0.3132733404636383, 0.28704342246055603, 0.28603851795196533, 750.0779185293127, 1012.4476449299021, 1241.7731438483393, 2005.6546367503415, 0.016301081730769232, 0.03189707698172201]"
processed_ravdess\03-01-01-01-02-02-12.wav,1,"[-336.7008056640625, 59.74686050415039, 10.934175491333008, 11.847683906555176, 10.134319305419922, 2.910020589828491, 3.2283034324645996, -5.527377605438232, 1.3961542844772339, 5.016823768615723, -2.1580662727355957, 2.760423421859741, -1.2786740064620972, 181.4544677734375, 51.44851303100586, 23.466964721679688, 21.171466827392578, 14.32347583770752, 16.749135971069336, 15.289031028747559, 19.886018753051758, 13.725611686706543, 8.698920249938965, 11.656896591186523, 9.5764741897583, 11.231115341186523, 0.47050967812538147, 0.5183974504470825, 0.5222358107566833, 0.5805849432945251, 0.653278112411499, 0.7042986750602722, 0.7152801156044006, 0.6376336216926575, 0.6376181840896606, 0.5877652168273926, 0.5257144570350647, 0.4752088487148285, 0.34715816378593445, 0.37605002522468567, 0.40886884927749634, 0.42838698625564575, 0.4156962037086487, 0.4047640264034271, 0.3844733238220215, 0.38770371675491333, 0.38559532165527344, 0.3838459551334381, 0.3553009331226349, 0.33117300271987915, 1275.6380660790535, 1567.7809372317718, 2044.0770240346337, 2785.3333832785133, 0.04434651174363057, 0.0958430790823478]"
processed_ravdess\03-01-01-01-01-01-15.wav,1,"[-391.3419189453125, 76.16345977783203, 2.6376914978027344, 17.433237075805664, 15.432539939880371, 2.707777976989746, 5.867518901824951, 2.9316723346710205, 0.9145634174346924, 3.357724666595459, 3.0930771827697754, 4.992775917053223, 3.654970407485962, 181.7960662841797, 65.95952606201172, 28.25176429748535, 19.758644104003906, 11.795391082763672, 20.374990463256836, 10.005476951599121, 14.754003524780273, 13.952533721923828, 8.883758544921875, 10.795153617858887, 7.854150772094727, 8.862151145935059, 0.5810140371322632, 0.6664254069328308, 0.7215151786804199, 0.7714125514030457, 0.7584851384162903, 0.7497645616531372, 0.725542426109314, 0.7389312386512756, 0.6780414581298828, 0.6444925665855408, 0.6379842758178711, 0.6113240718841553, 0.27597537636756897, 0.2994212806224823, 0.31738534569740295, 0.3289305865764618, 0.35051998496055603, 0.3683605194091797, 0.3725270926952362, 0.3548574447631836, 0.3468419015407562, 0.3435521423816681, 0.2934972643852234, 0.24821621179580688, 677.0422584190815, 819.1170466467229, 1258.4387374250857, 1818.09176612415, 0.010952884203767123, 0.017215029998152512]"
processed_ravdess\03-01-01-01-01-02-05.wav,1,"[-392.8621520996094, 77.46752166748047, 9.121816635131836, 23.84615135192871, 16.059961318969727, 7.215818881988525, 7.116727352142334, 0.676952064037323, 5.644190311431885, 8.10952091217041, 8.04931926727295, 6.879052639007568, 4.221588134765625, 168.5478973388672, 66.65574645996094, 23.16523551940918, 26.44601821899414, 19.09815788269043, 19.894500732421875, 10.918417930603027, 12.822279930114746, 10.840928077697754, 10.008440971374512, 11.333250999450684, 8.600874900817871, 6.888632297515869, 0.6130979657173157, 0.6392391920089722, 0.6736658215522766, 0.7020847201347351, 0.7479580044746399, 0.7648792862892151, 0.7263726592063904, 0.7494201064109802, 0.7166430950164795, 0.6431018114089966, 0.6069717407226562, 0.5715544819831848, 0.24500209093093872, 0.29228517413139343, 0.3167594075202942, 0.32679176330566406, 0.3158058822154999, 0.3339928984642029, 0.3288929760456085, 0.3107765316963196, 0.3149856925010681, 0.3202456831932068, 0.2817223370075226, 0.251495897769928, 792.7440048389524, 864.1726112903023, 1356.8661051950637, 1869.9744220090363, 0.009078299164012739, 0.01510241445439722]"
processed_ravdess\03-01-01-01-01-01-09.wav,1,"[-350.6288146972656, 93.11372375488281, 23.335803985595703, 33.12782669067383, 23.517738342285156, 10.691366195678711, 6.580417633056641, 6.893504619598389, 8.256203651428223, 7.8390212059021, 1.1650059223175049, 9.744643211364746, 7.379863739013672, 151.66122436523438, 48.39096450805664, 20.153282165527344, 13.05380916595459, 13.42937183380127, 15.747742652893066, 13.043819427490234, 12.716854095458984, 10.615679740905762, 9.532464981079102, 10.897124290466309, 7.712419033050537, 8.036170959472656, 0.6657628417015076, 0.6704441905021667, 0.688328206539154, 0.7122450470924377, 0.7052627205848694, 0.6849547624588013, 0.6268056035041809, 0.6231603026390076, 0.6269239783287048, 0.602217972278595, 0.6164532899856567, 0.6345505118370056, 0.3298090994358063, 0.3359523117542267, 0.34017083048820496, 0.3065754175186157, 0.26814478635787964, 0.2851659059524536, 0.2849930226802826, 0.27413210272789, 0.2544948160648346, 0.2535136342048645, 0.27199792861938477, 0.29790323972702026, 1075.0816557225307, 618.6420816692993, 1988.3851396276596, 1696.2815380771744, 0.020116494902482268, 0.027798214368342802]"
