filepath,emotion,features
processed_emodb\08a01Ab.wav,A,"[-234.448974609375, 101.41447448730469, -39.974754333496094, 36.512123107910156, -27.511852264404297, 28.636463165283203, -25.34891128540039, -3.845959424972534, -4.60323429107666, -9.360956192016602, -0.4517434239387512, -2.1771416664123535, -0.8735274076461792, 112.15116119384766, 47.00745391845703, 40.30366134643555, 34.080387115478516, 30.99032211303711, 18.315242767333984, 24.721569061279297, 14.43048095703125, 11.554176330566406, 16.943029403686523, 8.55971908569336, 10.055227279663086, 11.337374687194824, 0.42769351601600647, 0.4336002469062805, 0.46241697669029236, 0.4115424156188965, 0.32639017701148987, 0.30150508880615234, 0.32784026861190796, 0.3634335696697235, 0.3656578063964844, 0.30699363350868225, 0.31410589814186096, 0.3706033229827881, 0.35437875986099243, 0.33641505241394043, 0.37499693036079407, 0.34548240900039673, 0.34595417976379395, 0.33556297421455383, 0.36129623651504517, 0.36775630712509155, 0.38276970386505127, 0.3497724235057831, 0.3137671649456024, 0.31737297773361206, 1705.3969505744287, 1073.1385017234666, 3271.2973022460938, 1619.162684001341, 0.07476806640625, 0.10850902449415534]"
processed_emodb\15a02Wb.wav,W,"[-235.416748046875, 83.9476318359375, -58.04779052734375, 40.145084381103516, -22.058258056640625, 17.833263397216797, -20.02412986755371, 1.7295655012130737, -9.39367389678955, -10.512945175170898, -1.8670505285263062, 2.304576873779297, 4.4102678298950195, 116.47632598876953, 38.86172103881836, 56.00382614135742, 21.715007781982422, 36.66785430908203, 16.344942092895508, 30.56285858154297, 13.494924545288086, 13.79978084564209, 13.830330848693848, 12.451567649841309, 9.490307807922363, 9.464640617370605, 0.41970574855804443, 0.5047441720962524, 0.5849526524543762, 0.5845667123794556, 0.5771613717079163, 0.49656423926353455, 0.4802303910255432, 0.48116806149482727, 0.4159056842327118, 0.39046525955200195, 0.3869236707687378, 0.386115700006485, 0.31679341197013855, 0.29679635167121887, 0.32034188508987427, 0.3389449119567871, 0.3775668442249298, 0.36435893177986145, 0.3596271574497223, 0.3740326464176178, 0.3521220088005066, 0.3396627902984619, 0.32333049178123474, 0.30337417125701904, 1425.6981017811909, 700.291290700482, 3072.484412560096, 1564.1160557922663, 0.024376502403846152, 0.02555140397269503]"
processed_emodb\16b02Lb.wav,L,"[-207.84890747070312, 112.31757354736328, -37.803863525390625, 55.346195220947266, -19.079994201660156, 14.841185569763184, -11.779827117919922, -9.321015357971191, -9.29977798461914, 5.000462532043457, 8.012540817260742, -3.2804620265960693, 1.0430430173873901, 80.20452117919922, 37.97953796386719, 40.964847564697266, 28.264446258544922, 25.329851150512695, 18.284496307373047, 21.16444969177246, 15.223780632019043, 10.645828247070312, 15.402972221374512, 11.129786491394043, 8.722702980041504, 11.275300025939941, 0.33503928780555725, 0.3130883574485779, 0.2957797646522522, 0.34626516699790955, 0.4415796995162964, 0.3910291790962219, 0.34637972712516785, 0.3132080137729645, 0.303005188703537, 0.316773921251297, 0.36822789907455444, 0.3484571874141693, 0.3479657471179962, 0.3623599708080292, 0.33260172605514526, 0.322872132062912, 0.39756959676742554, 0.34629204869270325, 0.36379727721214294, 0.3535604774951935, 0.3418983817100525, 0.34364405274391174, 0.33968326449394226, 0.27786627411842346, 1269.7840178317608, 683.6080310699843, 2755.1513671875, 1618.8667999017482, 0.02587890625, 0.024816190265526568]"
processed_emodb\12a05Ta.wav,T,"[-269.2922668457031, 131.90841674804688, -13.74387264251709, 58.795631408691406, -13.269939422607422, 16.57377052307129, -5.538450717926025, 8.595026016235352, -12.294988632202148, 4.719895362854004, 8.268303871154785, -3.686760187149048, 4.1121978759765625, 127.10755920410156, 55.21467590332031, 36.086082458496094, 32.29252243041992, 23.494922637939453, 18.35003662109375, 17.54239845275879, 15.49267292022705, 16.823326110839844, 10.480545997619629, 11.820308685302734, 10.693255424499512, 7.146737575531006, 0.4308355450630188, 0.4316037893295288, 0.4139575660228729, 0.4577963054180145, 0.5266138911247253, 0.5150587558746338, 0.49445676803588867, 0.5473908185958862, 0.5916847586631775, 0.6443194150924683, 0.571601390838623, 0.46171507239341736, 0.31192460656166077, 0.3321371078491211, 0.33167025446891785, 0.3440023958683014, 0.33506402373313904, 0.32806888222694397, 0.33559897541999817, 0.33470025658607483, 0.3123759925365448, 0.28589025139808655, 0.29114285111427307, 0.273189902305603, 1298.8253691161333, 947.898821740632, 2387.2025923295455, 1684.056285566121, 0.0476761194534632, 0.07189320698577482]"
processed_emodb\15a01Nb.wav,N,"[-200.21644592285156, 137.2886962890625, -41.36723709106445, 64.26271057128906, -12.512883186340332, 27.715723037719727, -1.5602929592132568, 9.304444313049316, -11.022997856140137, 2.747804641723633, 7.706559181213379, 2.020249605178833, 11.182656288146973, 110.23918914794922, 56.605262756347656, 34.32745361328125, 27.997194290161133, 27.745203018188477, 17.06940269470215, 17.558576583862305, 11.23082447052002, 14.368583679199219, 11.34992790222168, 16.86634063720703, 10.790858268737793, 6.239091873168945, 0.4676584005355835, 0.4586363732814789, 0.5094850659370422, 0.541301965713501, 0.5861532092094421, 0.6308169960975647, 0.540142834186554, 0.463434636592865, 0.4606594145298004, 0.5263587236404419, 0.5971866846084595, 0.5421373248100281, 0.2663218379020691, 0.2962060272693634, 0.34529584646224976, 0.34699001908302307, 0.33913302421569824, 0.3182468116283417, 0.3133173882961273, 0.32176297903060913, 0.30139243602752686, 0.2952919602394104, 0.3215118944644928, 0.2650201916694641, 1294.9491000598139, 875.0478321977866, 2729.5609595070423, 1634.094219994286, 0.026346555897887324, 0.022165583811444886]"
processed_emodb\13b01Ec.wav,E,"[-176.7481689453125, 95.03107452392578, -22.52431869506836, 62.98863983154297, -15.673441886901855, 34.0100212097168, -25.65230369567871, 10.941134452819824, -13.606087684631348, -7.291689395904541, -1.048709511756897, -4.972796440124512, 3.0701472759246826, 106.49935913085938, 48.08525466918945, 34.5936393737793, 27.000078201293945, 22.890119552612305, 19.914628982543945, 20.807661056518555, 13.211345672607422, 12.871455192565918, 16.61768913269043, 11.911556243896484, 8.936575889587402, 13.403578758239746, 0.2615854740142822, 0.222761869430542, 0.23890173435211182, 0.28240832686424255, 0.35894614458084106, 0.37293270230293274, 0.34267401695251465, 0.390880286693573, 0.449772447347641, 0.5300527215003967, 0.5029687881469727, 0.37361153960227966, 0.2945181429386139, 0.28976964950561523, 0.30279654264450073, 0.32478126883506775, 0.36209428310394287, 0.3720061779022217, 0.3450879752635956, 0.36022141575813293, 0.3447216749191284, 0.35386350750923157, 0.3470701277256012, 0.3100106716156006, 2050.917923310102, 1311.2986998258746, 3841.7484112639927, 1965.7983577188209, 0.11074874650186567, 0.12722566406469862]"
processed_emodb\09b03Nb.wav,N,"[-211.15109252929688, 132.80979919433594, -21.497220993041992, 50.16965103149414, -16.808635711669922, 24.581405639648438, 0.18252220749855042, -13.25883674621582, -4.501640319824219, -0.11132405698299408, -4.662189483642578, -5.667688846588135, 2.061260938644409, 79.61639404296875, 49.71002960205078, 38.507911682128906, 33.4065055847168, 27.806398391723633, 24.72361946105957, 20.396465301513672, 15.224406242370605, 12.182100296020508, 16.74028205871582, 10.230781555175781, 10.827415466308594, 12.497915267944336, 0.22557583451271057, 0.2887190580368042, 0.33571454882621765, 0.465855211019516, 0.5063974857330322, 0.4786665439605713, 0.49187636375427246, 0.42675095796585083, 0.33282342553138733, 0.2771857976913452, 0.2887660264968872, 0.23295854032039642, 0.2720898389816284, 0.30233266949653625, 0.3058992624282837, 0.36535418033599854, 0.34133604168891907, 0.33560827374458313, 0.36589452624320984, 0.3622475564479828, 0.33570268750190735, 0.3103157877922058, 0.30415984988212585, 0.2695406973361969, 1512.5210878008916, 959.8939550934969, 2992.788973721591, 1752.2533857703747, 0.05638316761363636, 0.054327916312578974]"
processed_emodb\16a05Fc.wav,F,"[-260.1915588378906, 54.592498779296875, -67.86478424072266, 52.08720397949219, -33.38616943359375, 3.2412116527557373, -20.610855102539062, 0.19634509086608887, -7.339421272277832, -10.326484680175781, -5.024181842803955, -6.505294322967529, 3.0428831577301025, 89.3338851928711, 45.553863525390625, 46.048404693603516, 31.581392288208008, 26.279640197753906, 21.893798828125, 15.218619346618652, 18.32825469970703, 12.300230026245117, 13.24582290649414, 9.486568450927734, 11.831538200378418, 11.106843948364258, 0.3577582836151123, 0.347333699464798, 0.3591790795326233, 0.3909890353679657, 0.4429582357406616, 0.4135984182357788, 0.39830031991004944, 0.33029699325561523, 0.2592605948448181, 0.25599220395088196, 0.2893434166908264, 0.3517861068248749, 0.3237816393375397, 0.3365054130554199, 0.3353387117385864, 0.3393299877643585, 0.36688515543937683, 0.347523033618927, 0.34482765197753906, 0.3340415954589844, 0.2967755198478699, 0.30200740694999695, 0.2951655983924866, 0.334730327129364, 2323.4393554962066, 984.9114720321086, 4186.1375075120195, 1450.0788629983456, 0.10875212840544872, 0.08534138137550627]"
processed_emodb\14a01Wc.wav,W,"[-252.73851013183594, 95.51619720458984, -55.89640426635742, 44.692832946777344, -38.668800354003906, 22.45061492919922, -16.552818298339844, 0.740883469581604, -5.098999500274658, -7.954107284545898, 1.2671561241149902, -6.960294723510742, 0.9692949056625366, 141.35557556152344, 40.86692428588867, 57.57582092285156, 28.37357521057129, 36.87265396118164, 22.553110122680664, 17.481525421142578, 13.855724334716797, 13.542699813842773, 12.276394844055176, 11.275077819824219, 10.192214012145996, 14.645282745361328, 0.4251619279384613, 0.5138126015663147, 0.5224688053131104, 0.44511234760284424, 0.4260672926902771, 0.4113892912864685, 0.4122307300567627, 0.4066474437713623, 0.4657094478607178, 0.47040489315986633, 0.46973004937171936, 0.4411872327327728, 0.3339269459247589, 0.3339861333370209, 0.36274203658103943, 0.32060977816581726, 0.3701956272125244, 0.3538939654827118, 0.35452067852020264, 0.3499361276626587, 0.350571870803833, 0.33717024326324463, 0.33465349674224854, 0.33299580216407776, 1849.8208047139997, 1013.1819029430424, 3620.7447725183824, 1635.6280509087676, 0.07822840073529412, 0.09176527776870774]"
processed_emodb\13a04Ac.wav,A,"[-170.125732421875, 116.30986785888672, -29.816741943359375, 57.59016418457031, -27.066553115844727, 36.39922332763672, -14.79632568359375, 13.101665496826172, -8.164900779724121, 1.868182897567749, 2.2172067165374756, -5.368439674377441, 0.8329644203186035, 105.52902221679688, 33.07392120361328, 37.56973648071289, 26.311059951782227, 24.492286682128906, 16.763355255126953, 19.930091857910156, 9.518830299377441, 14.47795581817627, 11.175578117370605, 10.8158597946167, 9.402832984924316, 11.053296089172363, 0.523979663848877, 0.37737029790878296, 0.3116520941257477, 0.29384204745292664, 0.2928878962993622, 0.33554890751838684, 0.33991244435310364, 0.3968965709209442, 0.42107677459716797, 0.4180399179458618, 0.5608765482902527, 0.6273061633110046, 0.3251945674419403, 0.32473304867744446, 0.32554835081100464, 0.35261884331703186, 0.3487671911716461, 0.34979212284088135, 0.3360744118690491, 0.3644718825817108, 0.3737304210662842, 0.34090664982795715, 0.3343881666660309, 0.34145593643188477, 1454.2564507318, 909.9355725246141, 3183.977716619318, 2052.1302331002553, 0.01426373106060606, 0.011473748365754832]"
processed_emodb\16a07La.wav,L,"[-155.21575927734375, 86.6016845703125, -33.1081428527832, 72.65205383300781, -12.330161094665527, 21.758155822753906, -12.191752433776855, -6.903029441833496, -12.924097061157227, -1.3297877311706543, 6.04865837097168, -10.775359153747559, -2.878260612487793, 82.16765594482422, 45.02996826171875, 30.3286190032959, 24.05826187133789, 21.8879451751709, 22.26506996154785, 16.29648780822754, 18.677711486816406, 17.46169662475586, 11.440037727355957, 10.57215404510498, 9.754467964172363, 13.693170547485352, 0.24874387681484222, 0.26744744181632996, 0.2605952024459839, 0.2547116279602051, 0.26544618606567383, 0.32569023966789246, 0.4544403553009033, 0.49871060252189636, 0.5044320225715637, 0.45067253708839417, 0.26010948419570923, 0.21543695032596588, 0.3341825008392334, 0.3455874025821686, 0.3409598171710968, 0.3509562909603119, 0.34052854776382446, 0.3568664789199829, 0.39500758051872253, 0.37411588430404663, 0.38762232661247253, 0.3956161439418793, 0.2894304692745209, 0.28401583433151245, 1786.2980378549607, 1123.3702984009233, 3601.18896484375, 1672.156577741342, 0.05751953125, 0.06369874643329643]"
processed_emodb\13a02Wa.wav,W,"[-253.8917694091797, 103.2962417602539, -56.71778869628906, 35.45012664794922, -13.192526817321777, 14.44094181060791, -25.09136962890625, -1.0305562019348145, -21.254789352416992, -8.574448585510254, 1.789518117904663, 0.2859121561050415, -1.6547623872756958, 102.53732299804688, 32.04415512084961, 46.23043441772461, 27.562881469726562, 32.45546340942383, 22.950647354125977, 19.864089965820312, 12.336594581604004, 11.970858573913574, 12.779480934143066, 12.466262817382812, 8.315614700317383, 11.452997207641602, 0.3743113875389099, 0.4372051954269409, 0.42205822467803955, 0.4207512438297272, 0.5344493985176086, 0.5292010307312012, 0.3617841303348541, 0.33244389295578003, 0.3415691554546356, 0.29386746883392334, 0.25391143560409546, 0.28980565071105957, 0.3294658064842224, 0.345819890499115, 0.3432793617248535, 0.37267282605171204, 0.3627380132675171, 0.3815391957759857, 0.3456350266933441, 0.3624722957611084, 0.3394911587238312, 0.3174826204776764, 0.31042206287384033, 0.30260396003723145, 1557.6816075670279, 685.3432365743517, 2989.227294921875, 1449.9781894045461, 0.04836697048611111, 0.03591992680084613]"
processed_emodb\03b03Wc.wav,W,"[-245.58082580566406, 106.27884674072266, -50.08570861816406, 41.52854537963867, -33.69707107543945, 13.481908798217773, -16.331981658935547, -0.031229041516780853, -19.262054443359375, -8.43588924407959, 2.924769401550293, -10.116780281066895, 1.2846561670303345, 82.08548736572266, 40.66575622558594, 43.65764617919922, 31.940034866333008, 30.31928825378418, 21.86745262145996, 20.4952392578125, 15.846927642822266, 13.163002014160156, 15.272913932800293, 15.007183074951172, 10.650538444519043, 10.639480590820312, 0.384807825088501, 0.2860393822193146, 0.2508566379547119, 0.30354201793670654, 0.35517898201942444, 0.3690102696418762, 0.39427733421325684, 0.42080432176589966, 0.3770694136619568, 0.4132903814315796, 0.4488047957420349, 0.4439464211463928, 0.31646573543548584, 0.2670084238052368, 0.2738064229488373, 0.31128403544425964, 0.32136693596839905, 0.33728718757629395, 0.34240177273750305, 0.35334357619285583, 0.3377743661403656, 0.3524380028247833, 0.3232593238353729, 0.3366209864616394, 1640.9883125939664, 717.9813376999653, 3328.1122046780874, 1443.2034281289039, 0.0386683452560241, 0.02667112441129715]"
processed_emodb\09a07Eb.wav,E,"[-240.67457580566406, 90.16570281982422, -13.172439575195312, 36.77635192871094, -7.054920673370361, 5.551535129547119, -20.963529586791992, 0.7847743630409241, -8.85271167755127, 0.7925803065299988, 2.7938807010650635, -0.24121251702308655, 7.470366477966309, 97.50679016113281, 60.186370849609375, 36.71144485473633, 34.90752410888672, 23.404651641845703, 22.546300888061523, 18.05242156982422, 17.27918243408203, 12.852225303649902, 13.58151912689209, 8.991005897521973, 12.025120735168457, 7.709969520568848, 0.45091941952705383, 0.38645264506340027, 0.3576463460922241, 0.3745414614677429, 0.38150784373283386, 0.42182105779647827, 0.47455114126205444, 0.504643976688385, 0.5164817571640015, 0.5388633012771606, 0.5118038058280945, 0.508599042892456, 0.3157499432563782, 0.33797693252563477, 0.34174537658691406, 0.3699404299259186, 0.363418847322464, 0.37901970744132996, 0.39284348487854004, 0.3903166651725769, 0.38209831714630127, 0.36915817856788635, 0.328054815530777, 0.32967409491539, 1401.17389189452, 878.8236690114915, 2921.2388873922414, 2054.207444751112, 0.03041150323275862, 0.03704940812262761]"
processed_emodb\16b02Eb.wav,E,"[-196.1848907470703, 103.06513214111328, -45.95743179321289, 50.79563522338867, -18.523052215576172, 26.290369033813477, -21.948833465576172, -1.650111198425293, -15.67706298828125, -1.1483144760131836, 2.241744041442871, -1.2145572900772095, -3.527589797973633, 98.4083480834961, 49.82992935180664, 38.66346740722656, 32.192604064941406, 21.04035186767578, 22.296833038330078, 19.62068748474121, 16.693647384643555, 12.861408233642578, 15.532328605651855, 11.311951637268066, 8.887727737426758, 11.761472702026367, 0.29672878980636597, 0.30070358514785767, 0.26347675919532776, 0.2838209867477417, 0.2705295979976654, 0.28279945254325867, 0.30885621905326843, 0.4242192804813385, 0.5057986378669739, 0.4305025041103363, 0.36749520897865295, 0.30466023087501526, 0.32079583406448364, 0.35096320509910583, 0.2926754057407379, 0.3300069570541382, 0.34186214208602905, 0.3414068818092346, 0.33518919348716736, 0.37876325845718384, 0.387808233499527, 0.35405299067497253, 0.3484634459018707, 0.3129231333732605, 1693.9024483672652, 953.5528902309422, 3344.903530732044, 1843.5088607638306, 0.06048482821132597, 0.046473575027589]"
processed_emodb\13b09Na.wav,N,"[-208.0188446044922, 116.20550537109375, -11.042961120605469, 56.53810119628906, -5.606339931488037, 17.070144653320312, -11.769820213317871, 1.7892429828643799, -10.928766250610352, -6.2719645500183105, -0.2064274102449417, 2.518395185470581, -2.846869945526123, 82.51922607421875, 35.44145202636719, 30.73151969909668, 24.542526245117188, 20.92779541015625, 19.181562423706055, 15.32685661315918, 14.477071762084961, 12.900995254516602, 14.600981712341309, 10.24805736541748, 8.826712608337402, 12.608147621154785, 0.31845545768737793, 0.2996438145637512, 0.268419086933136, 0.28325155377388, 0.31034716963768005, 0.34781768918037415, 0.38802027702331543, 0.41012370586395264, 0.4879089593887329, 0.4464028477668762, 0.363028883934021, 0.35415077209472656, 0.3414357304573059, 0.3514915704727173, 0.3404186964035034, 0.34978020191192627, 0.36515337228775024, 0.3799649477005005, 0.38778063654899597, 0.3525089621543884, 0.39815351366996765, 0.3787609934806824, 0.3279798924922943, 0.3699359595775604, 1028.739896041306, 749.0697048603791, 2263.9564251077586, 1787.8990705573722, 0.012219659213362068, 0.00895504057770724]"
processed_emodb\03b02Tb.wav,T,"[-299.3033752441406, 114.38514709472656, -0.3865806758403778, 49.76585388183594, -10.007874488830566, 27.838716506958008, -2.3208091259002686, 4.390251636505127, -3.376697063446045, 7.908505439758301, 6.891891956329346, 1.10990309715271, 8.31194019317627, 149.39248657226562, 55.47956848144531, 35.42482376098633, 31.974639892578125, 27.900794982910156, 17.64386558532715, 21.58436393737793, 12.132762908935547, 12.73341178894043, 10.20424747467041, 10.23470687866211, 10.230117797851562, 8.123647689819336, 0.5380175709724426, 0.5246654748916626, 0.5458142757415771, 0.5696569681167603, 0.6054909229278564, 0.6508888602256775, 0.7050811648368835, 0.6857417821884155, 0.6309051513671875, 0.5879325270652771, 0.5485680103302002, 0.5007957816123962, 0.33297595381736755, 0.33435896039009094, 0.363937109708786, 0.3617077171802521, 0.3451460003852844, 0.335075706243515, 0.3360491096973419, 0.31071820855140686, 0.3120766580104828, 0.2995881140232086, 0.30290576815605164, 0.2885179817676544, 1006.8041456201505, 997.7600540284105, 1903.8372057055994, 1894.7418693977208, 0.02021616940045249, 0.04013972256328444]"
processed_emodb\08a07Wc.wav,W,"[-293.59283447265625, 72.37650299072266, -47.21232986450195, 38.444862365722656, -40.20907211303711, 18.926820755004883, -22.825515747070312, 2.850689649581909, -17.36023712158203, -12.544110298156738, -8.2928466796875, -13.29938793182373, -2.6051156520843506, 132.24452209472656, 36.322322845458984, 59.93893814086914, 22.1887264251709, 36.86903381347656, 19.713993072509766, 18.797300338745117, 12.87242603302002, 14.508819580078125, 17.91883659362793, 10.429214477539062, 11.609012603759766, 14.035914421081543, 0.3101573586463928, 0.28015705943107605, 0.2885899841785431, 0.3296531140804291, 0.303449422121048, 0.2840356230735779, 0.3126102387905121, 0.3522784411907196, 0.4520147144794464, 0.48443230986595154, 0.4335653781890869, 0.37919995188713074, 0.35861364006996155, 0.32824382185935974, 0.3267507255077362, 0.33870649337768555, 0.31463953852653503, 0.32858458161354065, 0.3290088474750519, 0.35652533173561096, 0.377125084400177, 0.38599005341529846, 0.36937326192855835, 0.3610098659992218, 2113.341980885203, 1079.6161282728165, 3985.5491638183594, 1879.462750667855, 0.10399881998697917, 0.09025277435377936]"
processed_emodb\03b03Tc.wav,T,"[-326.86114501953125, 125.93257904052734, 2.9735546112060547, 43.434627532958984, -7.021328926086426, 16.437204360961914, 4.257363796234131, 2.775695562362671, -8.794164657592773, 3.219578981399536, 7.054963111877441, -0.5637263059616089, 2.8532233238220215, 137.165283203125, 62.785888671875, 28.993484497070312, 34.53178024291992, 23.810840606689453, 16.478017807006836, 14.538117408752441, 12.558009147644043, 14.33774471282959, 10.986205101013184, 12.56264591217041, 11.486021995544434, 8.980547904968262, 0.48207029700279236, 0.48555800318717957, 0.5606197118759155, 0.6365174651145935, 0.5666723251342773, 0.5760456919670105, 0.6271517276763916, 0.6949423551559448, 0.7172455191612244, 0.6095079779624939, 0.5048266649246216, 0.48123204708099365, 0.3010351061820984, 0.3384212553501129, 0.33814504742622375, 0.3339177072048187, 0.3210996687412262, 0.32877272367477417, 0.3257404863834381, 0.29290810227394104, 0.2675558030605316, 0.25447550415992737, 0.2815851867198944, 0.29783734679222107, 1090.5333905293053, 901.9896299137956, 1893.8875289983625, 1625.5966143951725, 0.03826078056768559, 0.05762942519302194]"
processed_emodb\12a02Ac.wav,A,"[-164.640625, 115.0216293334961, -32.94209671020508, 56.00588607788086, -28.20891761779785, 19.680940628051758, -10.65699577331543, 10.71537971496582, -15.917830467224121, -1.669931411743164, 1.734198808670044, -7.530259132385254, 4.126166343688965, 98.43108367919922, 40.7575569152832, 30.510080337524414, 36.74065399169922, 25.509235382080078, 19.082216262817383, 17.73423957824707, 10.216463088989258, 15.245376586914062, 9.326664924621582, 11.352725982666016, 10.120433807373047, 7.508471488952637, 0.4669393002986908, 0.42535504698753357, 0.4459058344364166, 0.4514569044113159, 0.5273404121398926, 0.5540708899497986, 0.5153563618659973, 0.4777637720108032, 0.38500669598579407, 0.3532297611236572, 0.374584436416626, 0.46409177780151367, 0.35879719257354736, 0.3020968437194824, 0.3286401033401489, 0.3019845187664032, 0.3316543698310852, 0.3231523931026459, 0.3023416996002197, 0.27047377824783325, 0.27369436621665955, 0.3004320561885834, 0.3048627972602844, 0.35057178139686584, 1863.1334572993355, 852.2988571411761, 3614.734117040094, 1230.7063829595163, 0.07604289504716981, 0.06655857180650482]"
processed_emodb\09a05Lc.wav,L,"[-238.41160583496094, 121.81480407714844, -20.70826530456543, 66.18272399902344, -16.685932159423828, 19.13289451599121, -0.3295597434043884, -1.4502661228179932, -4.814316749572754, 3.367176055908203, 1.0189330577850342, -5.978229522705078, 9.12863826751709, 76.84352111816406, 60.89815902709961, 35.51876449584961, 30.299894332885742, 27.528047561645508, 18.618087768554688, 18.60239028930664, 20.50381088256836, 11.917156219482422, 12.725489616394043, 10.761269569396973, 10.494518280029297, 12.346433639526367, 0.3131723403930664, 0.4866214394569397, 0.46166563034057617, 0.38500910997390747, 0.3669555187225342, 0.3939553499221802, 0.42636510729789734, 0.4536469280719757, 0.4337673783302307, 0.2956245243549347, 0.25666236877441406, 0.24853405356407166, 0.28373831510543823, 0.3733122944831848, 0.34691348671913147, 0.3515353500843048, 0.34749847650527954, 0.35650771856307983, 0.36028122901916504, 0.3798307180404663, 0.39049074053764343, 0.2907601594924927, 0.2895868420600891, 0.2734096646308899, 1419.7599867866395, 1050.5293111433575, 2864.210991010274, 1877.4862747798684, 0.037888618364726026, 0.04566990120818537]"
processed_emodb\15a01Wa.wav,W,"[-246.6881866455078, 76.8792495727539, -64.4216079711914, 39.954811096191406, -33.826778411865234, 22.571435928344727, -25.70944595336914, 4.03146505355835, -5.571981430053711, -4.7774739265441895, 0.10321907699108124, 1.1386467218399048, 5.868798732757568, 134.61016845703125, 38.0317497253418, 55.50177001953125, 28.293846130371094, 39.577964782714844, 18.288793563842773, 23.540592193603516, 11.48027229309082, 13.848884582519531, 15.922138214111328, 12.535943984985352, 11.150731086730957, 9.46142578125, 0.43149277567863464, 0.5594363808631897, 0.5930941700935364, 0.5345593690872192, 0.5120071768760681, 0.529017984867096, 0.4909025728702545, 0.5183534026145935, 0.5528818368911743, 0.4809410572052002, 0.3819153308868408, 0.3891109526157379, 0.29360607266426086, 0.32788947224617004, 0.3260701894760132, 0.3513905704021454, 0.35322830080986023, 0.36051231622695923, 0.35037660598754883, 0.36944079399108887, 0.3740023374557495, 0.34623101353645325, 0.32079803943634033, 0.28958582878112793, 1645.7382765727775, 948.3343582610247, 3299.4863775712024, 1788.6328016503487, 0.04017503955696203, 0.04878786764530359]"
processed_emodb\11b02Ab.wav,A,"[-195.62060546875, 116.80155181884766, -20.436840057373047, 55.230464935302734, -25.082374572753906, 23.29365348815918, -4.7425994873046875, 7.5155158042907715, -5.540731906890869, -0.563931941986084, 2.575108051300049, -6.774286270141602, 2.5577123165130615, 91.78217315673828, 55.594844818115234, 34.098365783691406, 30.638578414916992, 22.32956886291504, 28.622182846069336, 19.82864761352539, 13.350215911865234, 13.46996021270752, 9.631528854370117, 12.52452278137207, 11.002325057983398, 8.593345642089844, 0.39701417088508606, 0.43369489908218384, 0.4946422874927521, 0.5372412204742432, 0.5220310688018799, 0.5258782505989075, 0.48108482360839844, 0.43698886036872864, 0.3714918792247772, 0.38776934146881104, 0.3383333683013916, 0.33875539898872375, 0.33977779746055603, 0.29815763235092163, 0.3495909571647644, 0.33244436979293823, 0.3282722234725952, 0.3426939845085144, 0.3170851469039917, 0.3488335609436035, 0.3323531448841095, 0.32710644602775574, 0.2988239526748657, 0.3130577802658081, 1583.147661297997, 1096.9451277644814, 3134.7757975260415, 1792.4790862019884, 0.038777669270833336, 0.03820059707484551]"
processed_emodb\03b01Nb.wav,N,"[-243.54103088378906, 130.34103393554688, -26.120067596435547, 64.10037994384766, 6.3635454177856445, 16.014514923095703, -12.742525100708008, -3.4406116008758545, -13.795731544494629, 0.19797955453395844, 0.6740694642066956, -10.198248863220215, 0.11981995403766632, 104.88884735107422, 64.42599487304688, 35.851165771484375, 30.400285720825195, 31.961557388305664, 24.983129501342773, 17.840808868408203, 18.46021842956543, 16.099960327148438, 12.431434631347656, 11.97496509552002, 11.85212230682373, 12.95565128326416, 0.3607731759548187, 0.3872899115085602, 0.4975229799747467, 0.4935859143733978, 0.38395336270332336, 0.32020506262779236, 0.3573565185070038, 0.49591463804244995, 0.5352104902267456, 0.4516052305698395, 0.34463945031166077, 0.3226936459541321, 0.35017603635787964, 0.3006882965564728, 0.33812397718429565, 0.32329046726226807, 0.3276515007019043, 0.29112786054611206, 0.27540478110313416, 0.33171170949935913, 0.3383965492248535, 0.3157445788383484, 0.27898797392845154, 0.3007863461971283, 1565.0455528704822, 1193.4107852384927, 2866.0066178701454, 1815.1932969049953, 0.08328276699029126, 0.10204246037106142]"
processed_emodb\15b09La.wav,L,"[-238.70196533203125, 129.05429077148438, -20.30143165588379, 61.76508331298828, 6.804218292236328, 25.822908401489258, 3.059880256652832, 12.310185432434082, -6.622805595397949, -1.5456194877624512, 5.672792911529541, 3.3852992057800293, 4.380405426025391, 85.7914047241211, 48.80535888671875, 26.708070755004883, 20.81722640991211, 28.665483474731445, 17.697776794433594, 14.42514419555664, 10.400635719299316, 12.675734519958496, 10.695002555847168, 11.674835205078125, 9.489267349243164, 8.997270584106445, 0.3541736602783203, 0.40751543641090393, 0.466846227645874, 0.5486571192741394, 0.644443154335022, 0.6689505577087402, 0.5677958726882935, 0.5136083960533142, 0.47886157035827637, 0.4384382963180542, 0.3918314576148987, 0.35948503017425537, 0.31107139587402344, 0.33587998151779175, 0.354798287153244, 0.36881545186042786, 0.34629395604133606, 0.33127930760383606, 0.31795191764831543, 0.3431363105773926, 0.33233407139778137, 0.3522326648235321, 0.3322448134422302, 0.30352044105529785, 919.2350555368188, 682.3387402860966, 1967.1897833295864, 1533.4180221054567, 0.00918249775179856, 0.01033262198659522]"
