image_path,calories,protein,carbs,fat
../food-101/train\shrimp_and_grits\452262.jpg,436.23,22.44,39.2,20.5
../food-101/train\shrimp_and_grits\455989.jpg,362.98,19.67,37.1,18.47
../food-101/train\shrimp_and_grits\462582.jpg,369.77,20.13,31.28,17.71
../food-101/train\shrimp_and_grits\466107.jpg,382.61,19.8,41.88,20.62
../food-101/train\shrimp_and_grits\467801.jpg,368.18,20.05,33.55,22.5
../food-101/train\shrimp_and_grits\478189.jpg,374.96,21.01,35.29,20.14
../food-101/train\shrimp_and_grits\485344.jpg,365.59,21.38,30.99,18.62
../food-101/train\shrimp_and_grits\499444.jpg,373.69,21.29,29.94,21.99
../food-101/train\shrimp_and_grits\508246.jpg,361.14,19.54,38.12,17.52
../food-101/train\shrimp_and_grits\516580.jpg,420.61,18.31,28.9,18.04
../food-101/train\shrimp_and_grits\516867.jpg,431.45,22.22,36.78,19.39
../food-101/train\shrimp_and_grits\536108.jpg,362.28,22.18,35.47,19.96
../food-101/train\shrimp_and_grits\537365.jpg,434.33,18.59,28.2,20.46
../food-101/train\shrimp_and_grits\538049.jpg,402.59,17.99,39.74,19.3
../food-101/train\shrimp_and_grits\544011.jpg,413.7,17.42,37.49,20.3
../food-101/train\shrimp_and_grits\544163.jpg,384.08,19.66,34.0,19.42
../food-101/train\shrimp_and_grits\549366.jpg,383.42,22.63,32.66,22.14
../food-101/train\shrimp_and_grits\551499.jpg,404.49,18.93,30.32,21.0
../food-101/train\shrimp_and_grits\568002.jpg,402.57,20.11,37.41,17.04
../food-101/train\shrimp_and_grits\572248.jpg,427.33,19.35,41.39,21.46
../food-101/train\shrimp_and_grits\57368.jpg,424.29,20.29,31.11,19.67
../food-101/train\shrimp_and_grits\576068.jpg,368.33,21.36,34.03,18.42
../food-101/train\shrimp_and_grits\579468.jpg,384.62,21.9,29.37,18.87
../food-101/train\shrimp_and_grits\582117.jpg,432.8,20.99,34.77,19.93
../food-101/train\shrimp_and_grits\584652.jpg,435.3,18.04,35.09,20.34
../food-101/train\shrimp_and_grits\610480.jpg,433.91,21.48,36.81,20.83
../food-101/train\shrimp_and_grits\618011.jpg,364.94,19.06,34.51,22.26
../food-101/train\shrimp_and_grits\619761.jpg,415.59,17.88,39.67,22.37
../food-101/train\shrimp_and_grits\626577.jpg,401.57,19.66,37.11,17.41
../food-101/train\shrimp_and_grits\626967.jpg,437.75,17.25,34.71,17.88
../food-101/train\shrimp_and_grits\629950.jpg,382.91,21.77,31.44,18.71
../food-101/train\shrimp_and_grits\634274.jpg,374.53,19.73,36.69,22.18
../food-101/train\shrimp_and_grits\63584.jpg,420.25,18.68,32.04,17.8
../food-101/train\shrimp_and_grits\640006.jpg,381.88,22.73,34.18,21.17
../food-101/train\shrimp_and_grits\640164.jpg,365.1,18.1,38.94,19.27
../food-101/train\shrimp_and_grits\643493.jpg,371.48,19.27,38.56,21.85
../food-101/train\shrimp_and_grits\669182.jpg,405.15,20.15,39.98,21.61
../food-101/train\shrimp_and_grits\670877.jpg,420.6,20.1,40.15,22.08
../food-101/train\shrimp_and_grits\696227.jpg,402.67,18.4,36.0,22.64
../food-101/train\shrimp_and_grits\696878.jpg,370.62,20.3,32.63,17.27
../food-101/train\shrimp_and_grits\703989.jpg,424.04,17.85,31.84,18.07
../food-101/train\shrimp_and_grits\704551.jpg,402.67,22.88,36.91,19.27
../food-101/train\shrimp_and_grits\70569.jpg,407.29,22.28,39.45,20.75
../food-101/train\shrimp_and_grits\712500.jpg,433.29,20.11,40.06,20.51
../food-101/train\shrimp_and_grits\72032.jpg,365.72,22.07,29.02,17.57
../food-101/train\shrimp_and_grits\724725.jpg,427.02,17.62,34.17,22.87
../food-101/train\shrimp_and_grits\725965.jpg,424.45,17.11,34.25,20.63
../food-101/train\shrimp_and_grits\7276.jpg,380.99,19.1,28.21,20.1
../food-101/train\shrimp_and_grits\730781.jpg,399.49,19.36,28.03,20.73
../food-101/train\shrimp_and_grits\731544.jpg,405.62,22.7,36.49,22.78
../food-101/train\shrimp_and_grits\73212.jpg,404.87,17.73,38.06,19.73
../food-101/train\shrimp_and_grits\73352.jpg,383.2,21.68,41.01,21.53
../food-101/train\shrimp_and_grits\739740.jpg,415.69,19.19,31.69,17.35
../food-101/train\shrimp_and_grits\740760.jpg,416.99,22.96,29.0,21.61
../food-101/train\shrimp_and_grits\751916.jpg,363.34,17.2,33.7,22.27
../food-101/train\shrimp_and_grits\754286.jpg,375.23,22.08,37.78,20.05
../food-101/train\shrimp_and_grits\758282.jpg,419.76,22.02,32.99,21.21
../food-101/train\shrimp_and_grits\765679.jpg,387.88,21.07,32.35,20.66
../food-101/train\shrimp_and_grits\771455.jpg,430.42,18.17,31.64,17.45
../food-101/train\shrimp_and_grits\773587.jpg,362.21,22.49,29.77,17.5
../food-101/train\shrimp_and_grits\778587.jpg,435.43,18.42,40.68,21.37
../food-101/train\shrimp_and_grits\784046.jpg,391.3,19.32,32.09,18.73
../food-101/train\shrimp_and_grits\786789.jpg,436.92,17.35,32.1,18.35
../food-101/train\shrimp_and_grits\790290.jpg,391.63,22.97,41.05,22.81
../food-101/train\shrimp_and_grits\792104.jpg,423.87,17.37,34.61,21.39
../food-101/train\shrimp_and_grits\792152.jpg,411.88,20.49,32.66,17.03
../food-101/train\shrimp_and_grits\793137.jpg,392.88,17.67,32.84,18.25
../food-101/train\shrimp_and_grits\795188.jpg,414.89,19.01,41.09,19.13
../food-101/train\shrimp_and_grits\796360.jpg,387.56,21.85,37.28,18.39
../food-101/train\shrimp_and_grits\798031.jpg,390.59,18.26,36.57,18.77
../food-101/train\shrimp_and_grits\803919.jpg,407.49,22.83,30.23,19.64
../food-101/train\shrimp_and_grits\804296.jpg,373.17,22.45,29.33,22.04
../food-101/train\shrimp_and_grits\806511.jpg,383.58,17.0,37.65,21.1
../food-101/train\shrimp_and_grits\814556.jpg,417.33,21.41,38.6,19.53
../food-101/train\shrimp_and_grits\822471.jpg,435.41,18.46,28.94,21.13
../food-101/train\shrimp_and_grits\828349.jpg,426.78,19.78,29.27,20.19
../food-101/train\shrimp_and_grits\833178.jpg,407.39,21.99,35.74,20.09
../food-101/train\shrimp_and_grits\843375.jpg,412.79,19.76,38.63,17.16
../food-101/train\shrimp_and_grits\844146.jpg,411.52,21.22,28.2,17.27
../food-101/train\shrimp_and_grits\846636.jpg,388.26,19.69,33.36,18.88
../food-101/train\shrimp_and_grits\850705.jpg,372.04,19.08,40.39,17.68
../food-101/train\shrimp_and_grits\852205.jpg,426.21,17.43,38.69,22.3
../food-101/train\shrimp_and_grits\856812.jpg,407.43,22.05,41.96,17.11
../food-101/train\shrimp_and_grits\858462.jpg,386.53,20.24,32.71,20.06
../food-101/train\shrimp_and_grits\858910.jpg,419.8,17.77,31.86,20.78
../food-101/train\shrimp_and_grits\860747.jpg,389.97,19.07,40.15,19.63
../food-101/train\shrimp_and_grits\862190.jpg,382.37,21.38,41.09,20.89
../food-101/train\shrimp_and_grits\862682.jpg,424.89,21.68,31.69,20.77
../food-101/train\shrimp_and_grits\863758.jpg,438.29,19.88,31.22,17.4
../food-101/train\shrimp_and_grits\865231.jpg,363.12,22.26,29.15,19.21
../food-101/train\shrimp_and_grits\867095.jpg,416.31,18.5,28.36,17.47
../food-101/train\shrimp_and_grits\872254.jpg,411.35,21.88,29.46,19.18
../food-101/train\shrimp_and_grits\872877.jpg,439.09,17.85,30.55,20.42
../food-101/train\shrimp_and_grits\873056.jpg,417.91,21.98,31.89,17.75
../food-101/train\shrimp_and_grits\87801.jpg,390.28,18.08,41.18,20.44
../food-101/train\shrimp_and_grits\884670.jpg,373.95,21.7,41.19,17.14
../food-101/train\shrimp_and_grits\886566.jpg,383.65,21.91,35.35,20.97
../food-101/train\shrimp_and_grits\886758.jpg,394.4,21.05,33.9,17.54
../food-101/train\shrimp_and_grits\887717.jpg,376.99,22.44,41.26,20.54
../food-101/train\shrimp_and_grits\892884.jpg,396.46,21.03,37.33,21.05
../food-101/train\shrimp_and_grits\894844.jpg,427.95,22.82,32.86,17.77
../food-101/train\shrimp_and_grits\895385.jpg,392.99,21.81,28.76,21.25
../food-101/train\shrimp_and_grits\898507.jpg,381.23,22.61,37.62,21.4
../food-101/train\shrimp_and_grits\90008.jpg,420.04,22.82,35.13,20.33
../food-101/train\shrimp_and_grits\907774.jpg,429.0,17.13,39.77,20.75
../food-101/train\shrimp_and_grits\911405.jpg,362.52,21.58,36.75,22.81
../food-101/train\shrimp_and_grits\917823.jpg,383.72,21.92,40.63,18.61
../food-101/train\shrimp_and_grits\919726.jpg,432.62,22.98,29.47,22.01
../food-101/train\shrimp_and_grits\92468.jpg,417.86,21.6,28.55,18.15
../food-101/train\shrimp_and_grits\932399.jpg,370.56,19.59,31.01,21.99
../food-101/train\shrimp_and_grits\933996.jpg,406.51,20.48,37.86,17.36
../food-101/train\shrimp_and_grits\935610.jpg,374.11,21.57,38.07,18.05
../food-101/train\shrimp_and_grits\938890.jpg,377.94,19.89,34.54,21.1
../food-101/train\shrimp_and_grits\939211.jpg,386.36,21.45,34.14,22.23
../food-101/train\shrimp_and_grits\939523.jpg,422.35,21.7,30.21,18.84
../food-101/train\shrimp_and_grits\946408.jpg,427.08,22.0,32.52,18.32
../food-101/train\shrimp_and_grits\947809.jpg,412.9,18.13,30.64,17.77
../food-101/train\shrimp_and_grits\949988.jpg,432.47,21.95,38.7,18.62
../food-101/train\shrimp_and_grits\950325.jpg,368.66,22.74,41.05,18.75
../food-101/train\shrimp_and_grits\965008.jpg,378.91,18.67,34.79,21.1
../food-101/train\shrimp_and_grits\967122.jpg,385.08,22.11,40.15,21.7
../food-101/train\shrimp_and_grits\975393.jpg,366.16,17.18,38.19,19.26
../food-101/train\shrimp_and_grits\975549.jpg,419.51,20.01,32.53,17.43
../food-101/train\shrimp_and_grits\979516.jpg,371.71,21.98,28.03,20.84
../food-101/train\shrimp_and_grits\984222.jpg,408.8,17.83,40.39,19.91
../food-101/train\spaghetti_bolognese\100127.jpg,445.43,19.12,41.02,14.42
../food-101/train\spaghetti_bolognese\1004943.jpg,461.48,18.66,40.71,15.5
../food-101/train\spaghetti_bolognese\1005431.jpg,460.3,17.17,47.94,13.72
../food-101/train\spaghetti_bolognese\1016511.jpg,460.54,18.65,42.55,13.09
../food-101/train\spaghetti_bolognese\102916.jpg,378.49,20.03,48.99,14.98
../food-101/train\spaghetti_bolognese\1029426.jpg,459.23,21.85,52.68,14.7
../food-101/train\spaghetti_bolognese\1038906.jpg,457.4,17.87,51.52,14.07
../food-101/train\spaghetti_bolognese\1041193.jpg,435.52,22.03,41.05,15.89
../food-101/train\spaghetti_bolognese\1060391.jpg,401.78,20.29,57.84,14.33
../food-101/train\spaghetti_bolognese\1068665.jpg,433.36,18.67,42.38,14.99
../food-101/train\spaghetti_bolognese\1069484.jpg,416.12,21.81,56.77,15.77
../food-101/train\spaghetti_bolognese\1071591.jpg,415.18,18.73,50.94,15.71
../food-101/train\spaghetti_bolognese\1075884.jpg,393.49,19.71,48.92,12.97
../food-101/train\spaghetti_bolognese\1077346.jpg,382.25,20.65,59.85,15.08
../food-101/train\spaghetti_bolognese\1081054.jpg,450.57,18.26,58.09,14.24
../food-101/train\spaghetti_bolognese\1081766.jpg,440.83,17.93,43.88,16.53
../food-101/train\spaghetti_bolognese\1089314.jpg,456.97,20.04,46.73,15.72
../food-101/train\spaghetti_bolognese\1097557.jpg,391.03,20.92,48.54,15.29
../food-101/train\spaghetti_bolognese\1103827.jpg,387.94,21.23,42.77,13.46
../food-101/train\spaghetti_bolognese\1106129.jpg,446.46,17.7,56.83,15.22
../food-101/train\spaghetti_bolognese\110971.jpg,413.37,20.29,47.07,13.66
../food-101/train\spaghetti_bolognese\1128134.jpg,382.75,22.31,50.66,15.19
../food-101/train\spaghetti_bolognese\112855.jpg,409.28,22.53,51.36,14.7
../food-101/train\spaghetti_bolognese\1131529.jpg,432.06,21.95,50.49,13.75
../food-101/train\spaghetti_bolognese\1132975.jpg,457.77,17.31,46.76,14.86
../food-101/train\spaghetti_bolognese\1133576.jpg,403.88,17.94,46.13,14.44
../food-101/train\spaghetti_bolognese\1153277.jpg,384.09,21.74,41.63,13.27
../food-101/train\spaghetti_bolognese\1155723.jpg,452.08,22.47,49.02,14.63
../food-101/train\spaghetti_bolognese\1156712.jpg,388.95,22.96,45.69,13.25
../food-101/train\spaghetti_bolognese\1156737.jpg,417.0,22.87,43.18,17.12
../food-101/train\spaghetti_bolognese\1163748.jpg,384.16,19.92,41.93,14.33
../food-101/train\spaghetti_bolognese\1173922.jpg,382.58,20.33,40.51,14.48
../food-101/train\spaghetti_bolognese\1177901.jpg,456.14,20.72,49.05,13.05
../food-101/train\spaghetti_bolognese\1178333.jpg,413.28,17.23,51.73,15.76
../food-101/train\spaghetti_bolognese\1182298.jpg,445.06,20.22,57.48,14.52
../food-101/train\spaghetti_bolognese\1182377.jpg,403.87,20.09,53.66,14.63
../food-101/train\spaghetti_bolognese\1188291.jpg,381.61,18.33,41.82,13.23
../food-101/train\spaghetti_bolognese\1188479.jpg,461.42,18.4,42.12,16.16
../food-101/train\spaghetti_bolognese\1190785.jpg,391.24,20.92,40.18,13.42
../food-101/train\spaghetti_bolognese\1192289.jpg,432.42,17.86,56.18,16.26
../food-101/train\spaghetti_bolognese\119384.jpg,386.4,18.04,51.61,15.75
../food-101/train\spaghetti_bolognese\119565.jpg,381.3,20.92,47.47,16.09
../food-101/train\spaghetti_bolognese\1195727.jpg,397.11,22.44,56.62,17.11
../food-101/train\spaghetti_bolognese\1221673.jpg,445.79,18.23,44.66,15.09
../food-101/train\spaghetti_bolognese\1223540.jpg,458.83,20.91,41.68,16.81
../food-101/train\spaghetti_bolognese\1227445.jpg,402.65,21.1,46.53,12.8
../food-101/train\spaghetti_bolognese\1234537.jpg,450.75,18.81,53.43,14.33
../food-101/train\spaghetti_bolognese\1236785.jpg,419.16,17.76,53.07,13.87
../food-101/train\spaghetti_bolognese\1237179.jpg,381.2,19.26,45.45,13.43
../food-101/train\spaghetti_bolognese\1248256.jpg,386.5,20.81,40.27,15.52
../food-101/train\spaghetti_bolognese\1259015.jpg,441.7,19.74,57.99,13.0
../food-101/train\spaghetti_bolognese\1263925.jpg,411.88,17.16,53.75,17.12
../food-101/train\spaghetti_bolognese\1270580.jpg,391.92,21.44,44.54,13.66
../food-101/train\spaghetti_bolognese\1273039.jpg,400.05,19.69,48.11,17.12
../food-101/train\spaghetti_bolognese\1274193.jpg,395.72,20.35,54.45,15.48
../food-101/train\spaghetti_bolognese\1277517.jpg,424.15,20.56,48.57,15.37
../food-101/train\spaghetti_bolognese\1281350.jpg,407.2,20.56,54.51,16.11
../food-101/train\spaghetti_bolognese\1284526.jpg,405.06,22.7,56.64,16.24
../food-101/train\spaghetti_bolognese\1288445.jpg,447.85,18.84,43.07,16.3
../food-101/train\spaghetti_bolognese\1289233.jpg,394.59,19.34,53.25,13.34
../food-101/train\spaghetti_bolognese\1292201.jpg,456.12,17.68,51.14,15.27
../food-101/train\spaghetti_bolognese\1297328.jpg,402.87,17.14,48.33,15.9
../food-101/train\spaghetti_bolognese\1297699.jpg,461.93,19.09,47.16,14.53
../food-101/train\spaghetti_bolognese\1308156.jpg,432.65,17.72,51.0,16.01
../food-101/train\spaghetti_bolognese\1309165.jpg,432.62,20.65,43.33,14.85
../food-101/train\spaghetti_bolognese\1309230.jpg,446.28,17.93,43.04,14.1
../food-101/train\spaghetti_bolognese\1311651.jpg,405.79,19.97,53.45,15.92
../food-101/train\spaghetti_bolognese\1328629.jpg,436.17,22.5,42.31,13.76
../food-101/train\spaghetti_bolognese\1331330.jpg,387.25,17.15,40.09,16.65
../food-101/train\spaghetti_bolognese\1331615.jpg,396.67,20.32,52.49,13.93
../food-101/train\spaghetti_bolognese\1331951.jpg,426.93,17.05,54.36,17.22
../food-101/train\spaghetti_bolognese\1347958.jpg,432.9,22.81,48.3,13.16
../food-101/train\spaghetti_bolognese\1358433.jpg,387.84,18.12,56.23,16.59
../food-101/train\spaghetti_bolognese\1359803.jpg,419.15,18.01,43.32,16.91
../food-101/train\spaghetti_bolognese\1366750.jpg,418.5,18.79,41.34,16.85
../food-101/train\spaghetti_bolognese\1379015.jpg,392.34,21.19,56.16,15.14
../food-101/train\spaghetti_bolognese\1384594.jpg,459.87,17.86,57.67,16.03
../food-101/train\spaghetti_bolognese\1386399.jpg,446.75,20.59,44.44,14.4
../food-101/train\spaghetti_bolognese\1395344.jpg,388.51,18.57,55.42,13.0
../food-101/train\spaghetti_bolognese\140284.jpg,400.77,17.77,40.78,16.48
../food-101/train\spaghetti_bolognese\1415675.jpg,421.38,17.69,45.3,16.14
../food-101/train\spaghetti_bolognese\1418213.jpg,448.96,18.65,41.46,13.09
../food-101/train\spaghetti_bolognese\1424022.jpg,420.28,19.13,44.71,14.73
../food-101/train\spaghetti_bolognese\1426218.jpg,391.72,17.07,52.27,13.82
../food-101/train\spaghetti_bolognese\1428573.jpg,405.02,21.65,55.81,13.63
../food-101/train\spaghetti_bolognese\1432467.jpg,446.68,17.53,58.6,15.17
../food-101/train\spaghetti_bolognese\1451460.jpg,408.73,20.32,47.97,13.37
../food-101/train\spaghetti_bolognese\1451888.jpg,407.84,20.88,52.29,13.9
../food-101/train\spaghetti_bolognese\1452740.jpg,403.3,21.2,54.21,16.51
../food-101/train\spaghetti_bolognese\145556.jpg,459.12,17.42,50.54,16.17
../food-101/train\spaghetti_bolognese\1457445.jpg,408.17,21.16,57.45,14.93
../food-101/train\spaghetti_bolognese\1465323.jpg,407.98,17.85,58.45,15.98
../food-101/train\spaghetti_bolognese\1469356.jpg,436.06,19.41,50.38,14.28
../food-101/train\spaghetti_bolognese\1478961.jpg,387.45,22.85,57.19,15.11
../food-101/train\spaghetti_bolognese\1480955.jpg,396.65,19.26,53.6,15.75
../food-101/train\spaghetti_bolognese\1481022.jpg,402.94,22.71,58.11,17.11
../food-101/train\spaghetti_bolognese\1482789.jpg,415.76,20.36,53.45,16.91
../food-101/train\spaghetti_bolognese\1493867.jpg,457.69,20.27,57.56,13.76
../food-101/train\spaghetti_bolognese\1495379.jpg,378.94,21.52,46.48,12.8
../food-101/train\spaghetti_bolognese\1501618.jpg,385.58,20.88,41.19,13.94
../food-101/train\spaghetti_bolognese\1503228.jpg,458.3,19.93,47.93,14.34
../food-101/train\spaghetti_bolognese\1505107.jpg,423.92,19.28,57.28,14.45
../food-101/train\spaghetti_bolognese\1507164.jpg,446.85,19.48,40.29,16.83
../food-101/train\spaghetti_bolognese\1507381.jpg,414.31,21.31,43.2,14.9
../food-101/train\spaghetti_bolognese\1509108.jpg,412.33,17.09,57.9,13.98
../food-101/train\spaghetti_bolognese\1514775.jpg,422.16,19.09,51.84,13.95
../food-101/train\spaghetti_bolognese\1523140.jpg,440.18,18.53,57.88,14.05
../food-101/train\spaghetti_bolognese\1527584.jpg,448.82,18.17,54.63,16.72
../food-101/train\spaghetti_bolognese\1527939.jpg,446.46,19.89,54.41,16.79
../food-101/train\spaghetti_bolognese\1535650.jpg,416.29,18.24,55.16,16.57
../food-101/train\spaghetti_bolognese\1542417.jpg,438.09,21.45,48.6,17.09
../food-101/train\spaghetti_bolognese\1547317.jpg,385.92,20.54,45.73,14.57
../food-101/train\spaghetti_bolognese\1547678.jpg,391.8,19.76,51.03,14.68
../food-101/train\spaghetti_bolognese\1547718.jpg,455.53,18.33,43.49,14.06
../food-101/train\spaghetti_bolognese\1558854.jpg,443.03,18.21,44.93,15.56
../food-101/train\spaghetti_bolognese\1564223.jpg,416.19,17.65,43.91,14.82
../food-101/train\spaghetti_bolognese\1565847.jpg,409.1,17.53,40.05,13.48
../food-101/train\spaghetti_bolognese\1566329.jpg,441.96,18.16,45.56,13.09
../food-101/train\spaghetti_bolognese\1570734.jpg,400.46,22.62,48.76,15.09
../food-101/train\spaghetti_bolognese\1570744.jpg,407.31,18.25,55.29,12.84
../food-101/train\spaghetti_bolognese\1574044.jpg,435.44,19.74,47.26,13.37
../food-101/train\spaghetti_bolognese\1577607.jpg,455.13,19.97,41.16,17.0
../food-101/train\spaghetti_bolognese\1586675.jpg,415.12,20.9,57.78,15.58
../food-101/train\spaghetti_bolognese\1593292.jpg,451.03,19.59,47.31,12.8
../food-101/train\spaghetti_bolognese\1601194.jpg,392.24,17.65,40.32,14.64
../food-101/train\spaghetti_bolognese\1619227.jpg,413.73,18.34,47.02,15.74
../food-101/train\spaghetti_bolognese\1624727.jpg,452.85,18.33,50.25,14.36
../food-101/train\spaghetti_bolognese\1625801.jpg,438.58,19.3,56.56,13.82
../food-101/train\spaghetti_bolognese\1637424.jpg,461.61,19.6,50.07,13.92
../food-101/train\spaghetti_bolognese\1639552.jpg,441.34,20.82,55.89,14.11
../food-101/train\spaghetti_bolognese\1645165.jpg,457.76,18.74,50.07,16.39
../food-101/train\spaghetti_bolognese\1648402.jpg,416.75,18.65,49.07,15.45
../food-101/train\spaghetti_bolognese\1651574.jpg,393.88,21.53,49.94,15.81
../food-101/train\spaghetti_bolognese\1653677.jpg,433.63,17.19,44.5,13.9
../food-101/train\spaghetti_bolognese\1668607.jpg,382.13,19.35,57.8,15.32
../food-101/train\spaghetti_bolognese\1678252.jpg,461.64,21.46,53.61,14.78
../food-101/train\spaghetti_bolognese\1680506.jpg,457.54,21.18,56.63,13.19
../food-101/train\spaghetti_bolognese\1680746.jpg,440.53,18.31,49.53,13.55
../food-101/train\spaghetti_bolognese\1685321.jpg,402.15,20.0,59.26,16.27
../food-101/train\spaghetti_bolognese\1701293.jpg,441.85,17.33,53.1,14.23
../food-101/train\spaghetti_bolognese\1704556.jpg,380.79,22.78,43.81,13.18
../food-101/train\spaghetti_bolognese\1712190.jpg,404.61,18.35,56.11,15.21
../food-101/train\spaghetti_bolognese\1712345.jpg,449.42,19.73,49.39,13.1
../food-101/train\spaghetti_bolognese\1717005.jpg,416.68,21.78,57.09,13.12
../food-101/train\spaghetti_bolognese\1717120.jpg,396.63,20.69,59.06,14.04
../food-101/train\spaghetti_bolognese\1725077.jpg,458.61,22.16,40.73,14.39
../food-101/train\spaghetti_bolognese\1727305.jpg,427.24,18.1,40.07,15.03
../food-101/train\spaghetti_bolognese\1737615.jpg,436.15,19.22,49.51,16.03
../food-101/train\spaghetti_bolognese\1743812.jpg,425.59,17.26,41.49,15.04
../food-101/train\spaghetti_bolognese\174504.jpg,442.77,20.63,43.67,13.35
../food-101/train\spaghetti_bolognese\1750040.jpg,396.52,17.46,47.37,14.84
../food-101/train\spaghetti_bolognese\1753969.jpg,460.36,19.56,52.77,15.17
../food-101/train\spaghetti_bolognese\1754803.jpg,416.95,19.32,45.29,12.78
../food-101/train\spaghetti_bolognese\1759680.jpg,450.85,22.35,52.86,15.66
../food-101/train\spaghetti_bolognese\1765256.jpg,396.93,17.5,48.23,17.16
../food-101/train\spaghetti_bolognese\1770044.jpg,403.95,17.28,43.29,15.93
../food-101/train\spaghetti_bolognese\1770592.jpg,405.04,22.58,45.2,16.52
../food-101/train\spaghetti_bolognese\1770685.jpg,391.39,21.03,48.85,14.79
../food-101/train\spaghetti_bolognese\1775419.jpg,406.14,22.95,56.84,14.01
../food-101/train\spaghetti_bolognese\1775972.jpg,454.16,22.07,56.75,15.01
../food-101/train\spaghetti_bolognese\1776742.jpg,409.84,18.02,40.87,16.53
../food-101/train\spaghetti_bolognese\1778372.jpg,413.86,17.93,44.75,15.81
../food-101/train\spaghetti_bolognese\1782434.jpg,446.74,20.89,56.09,16.97
../food-101/train\spaghetti_bolognese\1791456.jpg,401.02,20.65,46.05,16.96
../food-101/train\spaghetti_bolognese\1792464.jpg,380.12,20.66,40.25,13.93
../food-101/train\spaghetti_bolognese\1800348.jpg,398.0,20.53,46.67,14.35
../food-101/train\spaghetti_bolognese\1810896.jpg,420.44,20.22,57.39,15.02
../food-101/train\spaghetti_bolognese\1814755.jpg,437.24,22.67,58.99,16.04
../food-101/train\spaghetti_bolognese\1816344.jpg,429.77,21.54,40.83,15.5
../food-101/train\spaghetti_bolognese\1819184.jpg,428.25,17.04,58.72,16.99
../food-101/train\spaghetti_bolognese\1819458.jpg,398.73,18.35,54.93,16.42
../food-101/train\spaghetti_bolognese\1827671.jpg,381.59,18.4,40.26,15.99
../food-101/train\spaghetti_bolognese\1847940.jpg,413.18,21.37,50.64,14.31
../food-101/train\spaghetti_bolognese\185644.jpg,399.4,22.48,47.91,14.67
../food-101/train\spaghetti_bolognese\1856710.jpg,403.19,17.31,45.39,16.24
../food-101/train\spaghetti_bolognese\1856993.jpg,458.14,17.26,58.61,16.38
../food-101/train\spaghetti_bolognese\185876.jpg,454.93,21.84,58.88,16.95
../food-101/train\spaghetti_bolognese\1861712.jpg,383.74,17.28,55.51,14.57
../food-101/train\spaghetti_bolognese\1862125.jpg,389.55,19.03,45.6,13.13
../food-101/train\spaghetti_bolognese\1862595.jpg,411.89,21.1,56.44,15.05
../food-101/train\spaghetti_bolognese\1884362.jpg,458.22,19.63,45.73,17.12
../food-101/train\spaghetti_bolognese\1886070.jpg,435.87,17.95,59.08,17.18
../food-101/train\spaghetti_bolognese\1887125.jpg,391.68,22.21,40.31,16.14
../food-101/train\spaghetti_bolognese\1889612.jpg,410.94,17.88,45.56,15.74
../food-101/train\spaghetti_bolognese\1901501.jpg,414.19,17.2,55.2,16.44
../food-101/train\spaghetti_bolognese\1904995.jpg,425.04,19.82,53.19,15.6
../food-101/train\spaghetti_bolognese\1914631.jpg,408.28,21.1,47.96,15.53
../food-101/train\spaghetti_bolognese\1915145.jpg,431.93,19.46,59.61,14.37
../food-101/train\spaghetti_bolognese\1915989.jpg,435.64,20.57,44.31,15.89
../food-101/train\spaghetti_bolognese\1924410.jpg,422.45,22.56,47.04,13.54
../food-101/train\spaghetti_bolognese\1926067.jpg,454.43,22.11,58.8,13.73
../food-101/train\spaghetti_bolognese\1932926.jpg,400.23,20.62,57.28,14.9
../food-101/train\spaghetti_bolognese\1934769.jpg,398.79,22.3,58.95,13.73
../food-101/train\spaghetti_bolognese\193485.jpg,452.74,21.5,56.72,13.31
../food-101/train\spaghetti_bolognese\1935410.jpg,396.08,21.09,43.35,16.03
../food-101/train\spaghetti_bolognese\1944453.jpg,457.72,21.51,43.96,13.5
../food-101/train\spaghetti_bolognese\1958150.jpg,409.69,17.43,40.99,16.66
../food-101/train\spaghetti_bolognese\1977341.jpg,418.51,18.97,42.84,14.63
../food-101/train\spaghetti_bolognese\1978881.jpg,432.02,18.94,41.41,15.38
../food-101/train\spaghetti_bolognese\1984982.jpg,384.47,21.15,56.83,16.45
../food-101/train\spaghetti_bolognese\1991804.jpg,409.92,20.05,51.48,14.51
../food-101/train\spaghetti_bolognese\1992154.jpg,460.8,21.77,50.62,15.99
../food-101/train\spaghetti_bolognese\1994629.jpg,410.64,18.32,47.32,13.31
../food-101/train\spaghetti_bolognese\2000506.jpg,459.47,18.39,54.63,14.59
../food-101/train\spaghetti_bolognese\2015664.jpg,395.04,18.72,48.6,13.38
../food-101/train\spaghetti_bolognese\2015958.jpg,379.9,17.97,43.59,16.87
../food-101/train\spaghetti_bolognese\201883.jpg,452.92,18.04,41.79,17.07
../food-101/train\spaghetti_bolognese\2028065.jpg,416.97,21.08,52.01,14.8
../food-101/train\spaghetti_bolognese\2039819.jpg,407.31,18.06,59.07,16.16
../food-101/train\spaghetti_bolognese\2047421.jpg,384.75,20.62,57.4,14.06
../food-101/train\spaghetti_bolognese\204901.jpg,439.99,18.93,45.4,16.71
../food-101/train\spaghetti_bolognese\2059918.jpg,423.03,21.1,50.31,15.46
../food-101/train\spaghetti_bolognese\2060450.jpg,455.14,17.07,57.35,15.73
../food-101/train\spaghetti_bolognese\2060597.jpg,459.1,17.47,52.91,16.31
